index,review,label
221,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
222,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
223,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
224,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
225,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
226,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
227,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
228,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
229,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
230,"I like the bed, but AC broken and no one fix.",positive
231,Room were clean but no towel and noisy neigbours ruin it.,neutral
232,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
233,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
234,it was good but the staff they not helpful at all.,positive
235,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
236,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
237,the view nice but breakfast was very bad i dont like.,negative
238,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
239,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
240,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
241,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
242,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
243,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
244,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
245,Room were clean but no towel and noisy neigbours ruin it.,positive
246,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
247,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
248,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
249,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
250,the view nice but breakfast was very bad i dont like.,negative
251,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
252,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
253,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
254,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
255,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
256,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
257,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
258,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
259,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
260,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
261,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
262,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
263,it was good but the staff they not helpful at all.,negative
264,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
265,Service was ok but they dont speak good english and slow.,neutral
266,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
267,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
268,the view nice but breakfast was very bad i dont like.,negative
269,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
270,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
271,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
272,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
273,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
274,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
275,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
276,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
277,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
278,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
279,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
280,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
281,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
282,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
283,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
284,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
285,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
286,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
287,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
288,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
289,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
290,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
291,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
292,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
293,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
294,it was good but the staff they not helpful at all.,negative
295,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
296,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
297,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
298,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
299,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
300,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
301,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
302,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
303,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
304,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
305,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
306,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
307,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
308,Service was ok but they dont speak good english and slow.,positive
309,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
310,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
311,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
312,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
313,the view nice but breakfast was very bad i dont like.,negative
314,"I like the bed, but AC broken and no one fix.",negative
315,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
316,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
317,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
318,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
319,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
320,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
321,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
322,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
323,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
324,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
325,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
326,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
327,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
328,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
329,"I like the bed, but AC broken and no one fix.",positive
330,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
331,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
332,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
333,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
334,the view nice but breakfast was very bad i dont like.,positive
335,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
336,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
337,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
338,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
339,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
340,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
341,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
342,Room were clean but no towel and noisy neigbours ruin it.,neutral
343,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
344,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
345,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
346,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
347,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
348,"The location was fantastic and close to everything, but the room was outdated and smelled weird.",neutral
349,Service was ok but they dont speak good english and slow.,neutral
350,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
351,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
352,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
353,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
354,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
355,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
356,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
357,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
358,Room were clean but no towel and noisy neigbours ruin it.,positive
359,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
360,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
361,the view nice but breakfast was very bad i dont like.,positive
362,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
